Burden_m,Spacing_m,Number_of_Holes,Hole_Depth_m,Total_Explosives_kg,Charge_Factor_kg_per_m,Powder_Factor_kg_per_m3,PPV_mm_per_s,Time_to_Peak_ms,Distance_from_Dam_m,Slope_deg,BVII,BVII_Level,Delta_t,SDI,Dam_State,RDI,RDI_Level,Dam_State_M4,Failure_Flag_M4
1.7751067647801508,2.052733948994504,34,5.633690903766459,245.1627481412897,6.636550015611856,1.0687997157067812,18.25258805975472,37.41874813710457,462.1047077543572,10.0,0.5622492060014775,Moderate,1.0,8.582267395618354,Safe,0.44502995736946,Moderate,Failed,1
1.9563633644393064,2.752926733756099,27,4.949031943524632,276.67201164452433,4.486995984533231,0.9957801375277197,10.61304919926439,31.98325045425741,211.9073420953848,10.0,0.4558921694112872,Moderate,1.0,9.03815956502964,Safe,0.3841227381147041,Moderate,Failed,1
2.2871346474483567,3.621106661563666,34,4.437593790296162,352.28882404540843,7.0989700802087,0.5789999434546104,10.498084482721747,15.177502270654871,188.1375269940582,10.0,0.5008065703494712,Moderate,1.0,9.538966135379113,Safe,0.394379001968004,Moderate,Failed,1
2.1479175279631737,3.974552258629889,21,5.143280473197002,506.79395102266193,4.810846656983114,0.5088358460109954,3.042343416100576,109.48143219207606,137.83872405734712,10.0,0.2861815230169351,Low,1.0,9.825147658396048,Safe,0.2266535174712263,Low,Failed,1
1.9368437102970628,2.3008337822070564,24,4.712005810367834,87.79205788504727,0.7225116729855486,0.7124111853535504,10.048733609181715,51.46937581180861,355.32102589276155,10.0,0.3094243689431194,Low,1.0,10.134572027339168,Safe,0.2892034135582207,Low,Failed,1
2.417779342083569,3.1882614307042703,35,4.88990345052772,283.3632872366885,5.565651556603169,1.0032139565529656,23.373633252027368,197.99203549813,195.3948657498518,10.0,0.842604362608335,High,1.0,10.977176389947502,Safe,0.728489688349667,High,Failed,1
1.7092407909780627,2.7617817132620432,50,5.635330213675448,95.4397149025978,0.8364017601767649,1.1641510062558709,10.722210355150326,119.1429836157191,494.4872925946348,10.0,0.252382897925548,Low,1.0,11.22955928787305,Safe,0.2291657513742711,Low,Failed,1
1.938216972802828,3.9398287956292064,54,4.423615325795939,333.06167261543135,3.8794776423735047,0.9872211619799152,21.12145724310531,36.19820117764198,196.55816092877896,10.0,0.7553379457390365,High,1.0,11.984897233612086,Safe,0.6686887236546002,High,Failed,1
2.0495427649405373,3.684237846271418,35,2.663016424369891,544.3954532034295,7.470700208548354,1.0696862865165329,21.373486609248484,140.86488275415942,227.36122105218263,10.0,0.7933027026334519,High,1.0,12.77819993624554,Safe,0.6581041874491572,Moderate,Failed,1
2.184104976325554,3.676657409422276,56,3.155997923957989,480.3667085101658,1.7390295450338762,0.8427578755534648,10.584546596722378,180.5712776368478,321.50038829541563,10.0,0.3571449429427866,Moderate,1.0,13.135344879188326,Safe,0.3221652267326144,Low,Failed,1
2.6777639420895203,2.9373863195899403,41,4.254428865958154,175.31332964871046,3.424042647061581,1.0518670477579133,16.535739649112347,151.58410412022673,410.7579319360872,10.0,0.4991418939248447,Moderate,1.0,13.63448677311317,Safe,0.4286163110063062,Moderate,Failed,1
1.7995106732375397,2.8296390046753306,19,5.399306239496234,586.7949672793359,5.973952316363588,1.0059787722030755,4.193546852280349,24.52357359749506,261.2833994055352,10.0,0.2655364111959187,Low,1.0,13.90002318430909,Safe,0.1879435716028616,Low,Failed,1
2.2713516576204174,2.5468141438614125,25,4.8731145932407145,417.0427189255356,7.116939170711357,0.639286987733652,4.38460735688836,180.2179944266053,240.19521520503125,10.0,0.2980269191437279,Low,1.0,14.198050103452818,Safe,0.2047395753165121,Low,Failed,1
2.3886218532930634,2.1127509933018542,16,5.101176743493816,55.735234668571685,5.532072535568809,0.796791271908649,3.119126264219406,160.8465833133933,498.03702511766375,10.0,0.0968308871436335,Low,1.0,14.294880990596452,Safe,0.0274954457004274,Low,Failed,1
1.5696756190799963,3.729444752510106,26,4.417115714305149,190.47741657687072,2.4362994064337693,1.0242778097907252,15.363347147627518,40.077741020066725,54.722138512975,10.0,0.6514325758847841,Moderate,1.0,14.946313566481235,Safe,0.5966744356150036,Moderate,Failed,1
2.4113172778521577,3.6258020182601554,32,4.962968087768971,193.3923149559541,5.559558896871621,0.3414510607709607,11.799632485400233,19.83931885923521,452.7793799830606,10.0,0.3694591121882429,Moderate,1.0,15.31577267866948,Safe,0.280757540896447,Low,Failed,1
1.7557861855309371,3.999435346572261,35,3.816069751258649,88.08986845722296,2.7254573082806752,1.027271354120247,14.604744203277525,115.88900930971862,117.11337167288184,10.0,0.598866750075723,Moderate,1.0,15.914639428745204,Safe,0.5419042661989436,Moderate,Failed,1
1.5975773894779193,3.9932736741478094,30,4.38073037078666,577.904584941761,5.888219223640514,0.4600993116441211,13.98468338169292,39.646804154595614,403.666374294011,10.0,0.463452531383174,Moderate,1.0,16.378091960128376,Safe,0.3655759676107534,Moderate,Failed,1
2.92332830588,3.110863411205255,31,5.477116262379822,313.04041201675807,7.655248456887804,0.763215255409295,10.054668795086796,168.57228099310169,328.0692019308341,10.0,0.4174716300968474,Moderate,1.0,16.795563590225225,Safe,0.3045797379864239,Low,Failed,1
2.948448049611839,3.537974830361021,16,5.987331115892484,542.6980285545351,5.9104508832971625,1.0274478956003437,17.58188854093988,78.083584767618,203.83127847414144,10.0,0.6777100093350353,High,1.0,17.47327359956026,Safe,0.5716632168228175,Moderate,Failed,1
2.712596022174692,3.889531459764856,23,4.234621335825556,227.2185268945456,6.9716037718430925,0.5284389703410253,19.445543261076985,183.44956449994933,443.24372998445824,10.0,0.6112041696559487,Moderate,1.0,18.08447776921621,Safe,0.4868958490695544,Moderate,Failed,1
1.956920653760056,3.699294781354823,24,2.6746466308294448,118.87846373805492,0.5157788238191257,0.5212266953755377,2.3364499541865413,117.4807527067911,55.80825259144639,10.0,0.2545070842359134,Low,1.0,18.338984853452125,Safe,0.2539288175664375,Low,Failed,1
1.6465081710095757,2.494696203486395,62,3.1466901765872106,310.8848604484176,5.881790935486958,0.6624879586160266,6.766572894684201,44.707753005536944,152.01079343371566,10.0,0.398544174368726,Moderate,1.0,18.73752902782085,Safe,0.3165515912111152,Low,Failed,1
2.526349539768235,2.901088270620188,16,2.5834445571661524,112.67614909287444,6.721906676489377,1.105178517819871,18.404424965916743,36.523784798362016,305.1017583122912,10.0,0.6553980621128919,Moderate,1.0,19.392927089933742,Safe,0.5367056771337599,Moderate,Failed,1
2.160228740609402,2.25831883030299,18,5.11305207694932,317.30852663764693,0.8041905315851107,0.3003985032934871,10.892263970578188,119.52976313597324,208.1940170223641,10.0,0.416688806015109,Moderate,1.0,19.80961589594885,Safe,0.3935299801377421,Moderate,Failed,1
1.683057352267168,3.9081020545174447,60,3.829258501420436,556.1634496706743,7.036982954661729,1.111244786977741,17.237130779656987,154.75788625386434,324.66987289324743,10.0,0.6154674482594744,Moderate,1.0,20.425083344208325,Safe,0.4951188038215606,Moderate,Failed,1
2.242765365166905,3.21234926890176,57,4.6699145428774695,336.422478008817,2.425206712325344,0.438426322177447,9.980141173894843,158.4860730710146,60.84958703390007,10.0,0.4946952453791393,Moderate,1.0,20.919778589587462,Safe,0.4518674256068988,Moderate,Failed,1
1.5515827816728276,2.4572856110069257,17,4.473107387135198,389.074849792296,5.489690764835414,1.1910777384607338,10.987368503581653,62.39390684384344,102.40651871677063,10.0,0.5411012736156332,Moderate,1.0,21.460879863203097,Safe,0.4551112873863068,Moderate,Failed,1
2.863980603118173,3.3434013688117137,59,2.826105958209707,136.15114033559456,6.502661592675549,1.1593622937346213,5.649614094862753,48.806884193311824,107.19330809829763,10.0,0.4000928288710251,Moderate,1.0,21.86097269207412,Safe,0.3122467921444942,Low,Failed,1
1.8881699724000247,3.236256480915792,32,4.113045444495327,74.05459423398321,5.469983847945166,0.7452076706321549,7.939313452321681,13.183697853552658,135.17764066220423,10.0,0.4358094120735655,Moderate,1.0,22.296782104147688,Safe,0.3567540021116658,Moderate,Failed,1
2.493783426530973,2.7163254360656808,38,3.382244499689293,110.94437919889388,1.1921359405494294,0.7614482230313653,15.924470422674506,139.0478387282222,256.69914836024424,10.0,0.5379630931915701,Moderate,1.0,22.83474519733926,Safe,0.4986054282079747,Moderate,Failed,1
1.9675666141341164,2.227115184399258,27,4.173599154670611,379.1923666264011,4.972411391452763,0.7333944062482688,11.962751560248826,24.54796910237241,388.4579147946071,10.0,0.4021771472490345,Moderate,1.0,23.236922344588294,Safe,0.320965951037941,Low,Failed,1
2.280102031766716,3.3431463911855994,40,3.3143131213689707,102.25643444576755,4.621877425416077,0.8718992810935702,19.80896170772569,89.9446283355259,457.4924770680055,10.0,0.5821815865815876,Moderate,1.0,23.81910393116988,Safe,0.4884826059789902,Moderate,Failed,1
2.32006541901492,3.0406154018075866,39,5.861809625107734,256.7960894677213,7.252409510557036,0.3816495320114379,21.609453963581885,124.31961116347624,425.9176386279107,10.0,0.6862031629900922,High,1.0,24.50530709415997,Safe,0.5534057086581473,Moderate,Failed,1
1.7772816832882905,3.544636783471278,61,3.1967733463130146,352.5505672519858,3.5317979723315687,0.3293561535074098,14.457867618985476,188.05069953473864,138.5995422990576,10.0,0.5934644168340492,Moderate,1.0,25.098771510994023,Safe,0.5260464311658984,Moderate,Failed,1
2.9543769416468377,3.0403270022239868,48,6.343122205947908,263.75903924641585,2.908108228152876,0.351932635574309,19.44014771728936,69.24240602159604,248.51774850378456,10.0,0.665497504201697,High,1.0,25.76426901519572,Safe,0.5955107356697209,Moderate,Failed,1
2.662699235041672,3.704363000637081,44,4.163629464587763,140.02609080591583,6.123880733273497,0.6999288143173629,9.058803803475111,57.45671086483876,139.73521899134076,10.0,0.4738560076518957,Moderate,1.0,26.238125022847612,Safe,0.3836108893812116,Moderate,Failed,1
2.909248412346284,3.103813677548972,27,5.884981168076197,200.5852191327586,3.595064945625474,0.5479931452975351,11.5443379542018,134.2904293143587,169.01231750023584,10.0,0.4944262993256549,Moderate,1.0,26.732551322173272,Safe,0.4325394891785508,Moderate,Failed,1
2.8422410256414734,3.1218759430707728,51,5.01505927282378,560.5746430667173,5.345721312537973,0.8598356061338943,18.393886552987112,127.65541609018052,276.59614168034875,10.0,0.6526258166333264,Moderate,1.0,27.3851771388066,Safe,0.5523495951755464,Moderate,Failed,1
2.396849968216628,3.75330720531669,48,5.44140119466301,421.7902515724954,5.348375675934553,1.193198060437301,10.882875834791705,73.10085882854366,80.64906112558515,10.0,0.5483912367699312,Moderate,1.0,27.933568375576527,Safe,0.4645186658403413,Moderate,Failed,1
2.8828113525346755,2.806965732424794,26,5.570895552267121,322.8263112739376,7.160292982700883,0.6476908557688192,15.535613508656745,186.33934874685943,148.17844831697295,10.0,0.6672751300846671,High,1.0,28.6008435056612,Safe,0.5490024734670103,Moderate,Failed,1
1.6327387530778792,2.2680304569012817,23,4.519379527572071,56.99318949279144,4.990193017393231,0.8164571286940621,6.263573918897764,170.5238422230302,470.9201725882028,10.0,0.1942016503328859,Low,1.0,28.79504515599408,Safe,0.1252264191735697,Low,Failed,1
1.7939742936287175,2.057565352626678,40,4.6732020934531535,595.8284702692087,4.266152074714902,0.6740435063166019,15.794740244321453,52.55668371436542,259.75233169632,10.0,0.5736517577354139,Moderate,1.0,29.368696913729494,Safe,0.4934929526277279,Moderate,Failed,1
1.5678409333658072,3.5102745113472382,33,4.555983471234899,419.3002141920538,1.5415349479738776,1.0625445009496732,21.814815266218552,55.43708363255941,250.4239366900425,10.0,0.7137339864060259,High,1.0,30.08243090013552,Safe,0.6568144835488818,Moderate,Failed,1
1.9879954961448965,3.2406191027069293,44,4.852233512360317,224.3073625397197,1.3680320500902905,1.1120127631160142,21.97871171593879,107.33706590854533,56.55521963807551,10.0,0.8243561749663868,High,1.0,30.906787075101903,Safe,0.7693968710685068,High,Failed,1
2.083015934534223,3.408159536198447,53,2.617577783026029,533.597762998811,1.6574117396230954,1.089620050984734,18.659921345579413,156.97869932883685,161.3298861762556,10.0,0.6752774175501085,High,1.0,31.582064492652016,Safe,0.623714212228102,Moderate,Failed,1
1.907023547660844,2.425928323017821,54,4.082060679396061,192.1373911605,1.788863609953209,1.1769350148113318,19.1523277187509,18.36767208380824,439.8315961919816,10.0,0.53549834827815,Moderate,1.0,32.11756284093017,Safe,0.4811005370610266,Moderate,Failed,1
2.743106263727894,2.2727429511735395,43,4.924754854244686,349.2091185505134,5.284078194977254,0.3247672666263737,14.832331238466116,141.73367920959427,124.08279271640092,10.0,0.6356463976598363,Moderate,1.0,32.75320923859,Safe,0.5439891242285544,Moderate,Failed,1
2.035129990040384,2.029089331335764,12,4.890894261023457,399.8389200514038,6.057359377059338,1.055834545930978,15.44736607381397,133.16482050259845,236.80622279062447,10.0,0.600523654295246,Moderate,1.0,33.35373289288525,Safe,0.4971851552308982,Moderate,Failed,1
1.921401764531072,2.701175117613194,46,5.671824378422526,171.58485429955064,4.47493642194814,0.9765949557351838,5.073963372441914,53.98121822346776,56.448907640150566,10.0,0.3849541984562269,Moderate,1.0,33.738687091341475,Safe,0.3254691797424175,Low,Failed,1
2.3140441247373724,3.179835373709266,52,5.120037355328434,588.1185033403277,6.717632994091183,0.5058249684603282,12.208761333689926,139.45707251585628,265.2509667517501,10.0,0.5013145943588057,Moderate,1.0,34.24000168570028,Safe,0.3962395939258136,Moderate,Failed,1
1.711386337462144,2.7844880901994644,49,6.468533265362689,461.5055482884487,7.934474200502249,1.1606880840487748,12.367854529386369,188.6348063378957,59.45949802679772,10.0,0.637041438710511,Moderate,1.0,34.87704312441079,Safe,0.5153548160830034,Moderate,Failed,1
2.70329547113106,2.874949844047458,35,3.63541811443458,356.7972740310885,6.65009471839517,0.4333601354069509,24.045450220358024,18.88931054463601,418.82429887961,10.0,0.7514254747537146,High,1.0,35.628468599164506,Safe,0.6213465314791269,Moderate,Failed,1
1.6118259655196563,3.808317388987497,64,3.936604118664926,149.3270289964155,5.711617802569694,0.9115949344205174,11.914997840335657,70.73389050549187,421.18419536919663,10.0,0.3924201361295639,Moderate,1.0,36.02088873529407,Safe,0.3014337587256026,Low,Failed,1
2.980330404900776,2.696510934046601,32,4.0353886074711856,79.62201384891438,4.4936952457786,0.5024011951343212,14.634880832763423,93.2535761666075,404.4839847360664,10.0,0.4628575708223669,Moderate,1.0,36.48374630611644,Safe,0.3821961381960788,Moderate,Failed,1
2.6583671539449862,3.027978978319622,53,4.363251228080994,226.0329078865409,3.866398037560312,0.6882425838966671,14.264782183419356,180.85946819569105,177.5138310010032,10.0,0.5707085775884165,Moderate,1.0,37.05445488370486,Safe,0.4992411697863304,Moderate,Failed,1
1.7980735223012587,3.567306025482286,48,5.843992255124838,464.2530347523716,1.1329428540840676,0.947243907250112,16.645519492019524,192.82967485573977,426.7567481998181,10.0,0.4627087311916132,Moderate,1.0,37.51716361489647,Safe,0.4225640594424887,Moderate,Failed,1
1.5082831756854036,2.7930855646425403,24,3.4431683758368394,198.1322140661138,3.495265612960182,0.806992177829742,19.209355120633607,94.38189683430312,294.3491596723712,10.0,0.6411810036128012,Moderate,1.0,38.15834461850927,Safe,0.563851842993376,Moderate,Failed,1
2.723192142682251,3.2441734004557468,58,5.604000828141718,346.7559212725278,7.326009775866007,0.6847516481953004,7.175963151930059,152.50539830701632,218.21364899015109,10.0,0.3925198028205418,Moderate,1.0,38.55086442132981,Safe,0.2903288146674539,Low,Failed,1
2.5602860157714256,3.72472741749349,13,4.121240732342974,450.37094720190873,6.560169724299147,0.5937045878387884,14.16066163926402,111.01559451525176,331.39848186690483,10.0,0.5178028052890425,Moderate,1.0,39.06866722661886,Safe,0.4105602786313809,Moderate,Failed,1
2.593510752061481,3.899041247315284,38,4.907421534648034,109.3690430555554,2.120385237587654,1.0556936901379113,20.99610726826869,112.17875760086152,55.5534707271683,10.0,0.8070133068689398,High,1.0,39.8756805334878,Safe,0.7441491915878381,High,Failed,1
2.6569055200289187,2.294146961858076,31,5.030162132905224,426.9139088637304,3.999558385229119,0.4294329152833323,12.651638418262763,62.838907862607726,114.33239492033849,10.0,0.5618775070827816,Moderate,1.0,40.43755804057058,Safe,0.4921610143755304,Moderate,Failed,1
1.6110669776011357,3.853175250322989,34,3.991394548755738,100.52898824052458,6.625424019189085,0.68709258887682,8.404523566592179,51.22168671413711,384.0320921766183,10.0,0.3255007414332685,Low,1.0,40.763058782003846,Safe,0.2299843620732597,Low,Failed,1
2.037698592816409,2.9842325861590764,22,4.55046082082322,580.821358169848,1.005384160891419,1.1133818145976278,17.058308733194878,64.72101572556781,159.87272392226885,10.0,0.6218065020169039,Moderate,1.0,41.38486528402075,Safe,0.5824632279256072,Moderate,Failed,1
1.6738035892876946,2.5164887765979165,27,4.152124698590788,318.6167715357168,3.4054443925149447,1.0612645954139708,20.946650103379827,115.70232137884508,319.10410279793734,10.0,0.6755853703664341,High,1.0,42.06045065438718,Safe,0.595654329122665,Moderate,Failed,1
2.7946551388133902,2.9182715124765224,42,2.7765311447464778,132.87185924043257,6.888809276554607,0.6608475862257419,3.45222673733,15.539485344196908,223.2961712703633,10.0,0.2778874410242858,Low,1.0,42.338338095411466,Safe,0.1896897902571888,Low,Failed,1
2.4349471902413367,3.960065150570954,25,4.248661555267306,238.31099981845057,3.529233981275928,0.9867975272411772,19.866181118366224,182.3772994277171,434.66260045966766,10.0,0.5819568883944938,Moderate,1.0,42.92029498380596,Safe,0.5027361555089074,Moderate,Failed,1
1.9963470372789736,2.9852361879857394,54,2.8895735702142087,277.3790471123938,1.0821098354858063,1.0408447476379732,20.897902458120736,39.69390481445748,478.5868876984896,10.0,0.5540734741422457,Moderate,1.0,43.4743684579482,Safe,0.505301135035039,Moderate,Failed,1
1.5953375254290354,2.657503220575016,51,4.120083196321286,467.0017560920956,4.569007763991886,1.0999986816032667,12.615027334537956,51.81684860556344,447.6041277665857,10.0,0.3823107545587889,Moderate,1.0,43.85667921250699,Safe,0.3050635428381295,Low,Failed,1
1.9664734825734933,3.2668017086334515,53,4.871673599327128,458.8830823421352,6.963068711887215,0.7900551921443051,24.61603010682475,108.4724735250528,171.77899761211847,10.0,0.909820514906591,High,1.0,44.76649972741358,Safe,0.774309776248841,High,Failed,1
1.9877749830401208,2.4802912375563864,11,4.817659597374004,386.5672779355321,4.927141572148698,0.4840147974492406,20.09429183626811,144.92180560408306,137.37329107073705,10.0,0.7731700180941927,High,1.0,45.53966974550777,Safe,0.6747666040466296,High,Failed,1
2.594409267507096,2.151726656217328,64,5.150485116033281,108.26189190717112,2.1970933116067384,0.5297781688535385,19.79423899260032,28.18852040143549,263.4957021293308,10.0,0.6577040998945705,Moderate,1.0,46.197373845402346,Safe,0.5964452534854607,Moderate,Failed,1
2.45633620703282,2.2577594438212985,44,2.881046031818505,133.36315437322048,3.38179715103036,0.5661252066374438,19.20028721147765,70.36199253396082,53.30036787628112,10.0,0.774034852360803,High,1.0,46.97140869776315,Safe,0.698242075815048,High,Failed,1
2.83081911386449,2.2560916779155447,51,5.108492982121751,101.56630635505616,3.875925208864492,0.8344222327286539,5.463986374020302,194.04817505912783,61.61422678843178,10.0,0.3851605737596461,Moderate,1.0,47.3565692715228,Safe,0.3328278739561595,Moderate,Failed,1
2.208322387742924,2.303805387024589,43,3.748592226785788,367.4450308081525,4.844497653653951,0.3295286617157476,6.996310388419248,59.845163688379685,298.98078783035004,10.0,0.3091327648670652,Low,1.0,47.66570203638987,Safe,0.2405010739607591,Low,Failed,1
1.6793913689074524,2.2776543452988203,39,4.096183784548444,532.4261428312722,6.195132693144598,0.8724382219019713,12.671773023681776,69.47952756199791,284.20223187437864,10.0,0.4969206835905147,Moderate,1.0,48.162622719980384,Safe,0.3978156643619856,Moderate,Failed,1
2.5698671808344926,3.281749489606429,64,5.931945015690824,288.5902817401245,1.2415521323047656,0.6279188145854088,8.072100049067714,168.93471321742638,497.56189506586696,10.0,0.1806778118618125,Low,1.0,48.3433005318422,Safe,0.1578459363970179,Low,Failed,1
2.641177572925346,2.3637601687982897,22,2.536121616518201,138.46649567676042,7.172390247631748,0.5657176222406779,11.550542363682933,19.540742021186496,140.82882591369116,10.0,0.5581555637464097,Moderate,1.0,48.90145609558861,Safe,0.4484432310888734,Moderate,Failed,1
2.341915796354244,2.6913345666477264,22,4.853650533362422,356.92327883193184,0.5923227726205669,1.0915469136553135,22.434674528227177,98.27650207370446,166.1467681222108,10.0,0.7657539044810231,High,1.0,49.66721000006963,Safe,0.7201642175339151,High,Failed,1
2.6564507699318414,3.793576819812024,27,4.89485592040043,496.4637192761404,3.275392510056914,0.714002156022719,20.95951851322319,82.12718524581734,101.093289046829,10.0,0.7959747616451339,High,1.0,50.46318476171477,Warning,0.7177537351097194,High,Failed,1
2.240693394546586,2.9479232805257447,41,4.086639105374248,457.9416338321115,0.7056523247949325,0.3855477409794234,16.49091720503959,70.15148438264372,462.8943543441851,10.0,0.4324157709234323,Moderate,1.0,50.8956005326382,Warning,0.3983203288499362,Moderate,Failed,1
2.284099244072991,3.3351154770420544,41,3.4481114284333447,534.7979288212618,3.4473066900896843,1.0440720912236223,21.73676906777538,64.28292286850527,400.0150600063028,10.0,0.6534362448140355,Moderate,1.0,51.54903677745224,Warning,0.5712163923833855,Moderate,Failed,1
2.1413115275378245,2.34463974240326,44,3.4386961530462044,202.8461534868773,4.443594491549929,0.3428771316928559,20.02676494739673,27.36107992347775,420.0526001555813,10.0,0.6069064610591344,Moderate,1.0,52.15594323851137,Warning,0.5151135817246382,Moderate,Failed,1
1.5381286901161428,2.3845780376173416,48,6.034838678643011,156.67462699727616,4.337610399361338,0.9540743017513768,11.86665343234048,69.81690757681328,456.2437045840289,10.0,0.3530994968492826,Moderate,1.0,52.50904273536065,Warning,0.2805829187806647,Low,Failed,1
1.6618371404899568,2.0817372325329577,55,4.26809749513143,533.8990672680663,1.74221260271199,0.9965155995935986,6.624498497148738,18.17995651597703,286.2049940266272,10.0,0.2642262292921274,Low,1.0,52.77326896465278,Warning,0.2378712106912799,Low,Failed,1
1.5471437785301014,2.3378701261443293,61,3.823557451956688,411.6581720279127,5.343053825717092,0.6173423453359723,13.826623920214802,158.3831340924427,253.0369361528257,10.0,0.5357972165866958,Moderate,1.0,53.30906618123947,Warning,0.4455528793603001,Moderate,Failed,1
2.4546156168956705,2.557180678063917,38,4.295110295325612,221.0109115041548,0.8358383787850117,1.042309070650008,18.93326429815665,85.66328085202221,198.6761631495274,10.0,0.6512159061861698,Moderate,1.0,53.96028208742564,Warning,0.6100349986687106,Moderate,Failed,1
1.97153397161449,2.3540209685534936,58,5.177561605837445,458.2914278148801,6.214301150993116,0.764093465270808,12.03765077078064,94.3417281407832,315.14657645653494,10.0,0.4618516197898148,Moderate,1.0,54.42213370721545,Warning,0.3638782934196791,Moderate,Failed,1
2.262856036747054,2.177405067514111,38,3.0830262729790068,498.3151114642024,7.599833254951597,0.7169642879455171,17.335753925029636,179.782971425525,254.4252785554201,10.0,0.6650285706410609,High,1.0,55.087162277856514,Warning,0.536941422546357,Moderate,Failed,1
2.86134971088914,2.2412717422012016,62,4.297735340854951,388.2380321876228,3.0482662036333843,0.3408629533218232,4.169530804694004,135.03044693363194,253.2045139725088,10.0,0.2302626305943195,Low,1.0,55.31742490845083,Warning,0.1918249591350101,Low,Failed,1
1.8739383437233124,2.9215575360654515,53,4.851537484441548,428.3362604339533,4.379295362857489,0.5610262742840153,19.20410893654228,11.53122963500276,471.6175386790125,10.0,0.55384070475914,Moderate,1.0,55.87126561320997,Warning,0.4647077239418955,Moderate,Failed,1
